"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612744_0021701163","1610612744","0021701163","APR 03, 2018","GSW @ OKC","W","57","21","0.731","240.0","41","83","0.494","8","29","0.276","21","6","0.875","6","34","40","27","9","5","13","25","111","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701175","1610612744","0021701175","APR 05, 2018","GSW @ IND","L","57","22","0.722","240.0","37","83","0.446","9","29","0.31","23","13","0.958","13","26","39","29","6","5","16","14","106","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701195","1610612744","0021701195","APR 07, 2018","GSW vs. NOP","L","57","23","0.713","240.0","49","90","0.544","15","33","0.455","7","8","0.636","8","34","42","31","3","0","17","21","120","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701203","1610612744","0021701203","APR 08, 2018","GSW @ PHX","W","58","23","0.716","240.0","47","90","0.522","13","32","0.406","10","5","0.667","5","36","41","27","9","7","11","15","117","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701217","1610612744","0021701217","APR 10, 2018","GSW @ UTA","L","58","24","0.707","240.0","30","86","0.349","5","19","0.263","14","9","0.875","9","30","39","14","7","3","15","18","79","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700002","1610612745","0021700002","OCT 17, 2017","HOU @ GSW","W","1","0","1.0","240.0","47","97","0.485","15","41","0.366","13","10","0.684","10","33","43","28","9","5","12","16","122","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700013","1610612745","0021700013","OCT 18, 2017","HOU @ SAC","W","2","0","1.0","240.0","33","83","0.398","12","45","0.267","27","12","0.931","12","32","44","19","7","3","14","14","105","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700032","1610612745","0021700032","OCT 21, 2017","HOU vs. DAL","W","3","0","1.0","240.0","39","82","0.476","11","47","0.234","18","8","0.818","8","46","54","17","12","4","13","24","107","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700043","1610612745","0021700043","OCT 23, 2017","HOU vs. MEM","L","3","1","0.75","240.0","32","77","0.416","9","38","0.237","17","9","0.739","9","30","39","25","5","2","16","31","90","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700057","1610612745","0021700057","OCT 25, 2017","HOU @ PHI","W","4","1","0.8","240.0","36","75","0.48","12","39","0.308","21","7","0.875","7","33","40","22","11","13","19","13","105","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700070","1610612745","0021700070","OCT 27, 2017","HOU @ CHA","W","5","1","0.833","240.0","38","85","0.447","22","57","0.386","11","7","0.846","7","44","51","21","5","6","15","26","109","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700080","1610612745","0021700080","OCT 28, 2017","HOU @ MEM","L","5","2","0.714","240.0","29","77","0.377","14","38","0.368","17","8","0.81","8","35","43","18","4","3","17","23","89","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700095","1610612745","0021700095","OCT 30, 2017","HOU vs. PHI","L","5","3","0.625","240.0","33","83","0.398","13","47","0.277","28","10","0.737","10","25","35","17","12","3","15","23","107","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700111","1610612745","0021700111","NOV 01, 2017","HOU @ NYK","W","6","3","0.667","240.0","42","88","0.477","19","52","0.365","16","9","0.762","9","37","46","21","6","4","14","20","119","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700123","1610612745","0021700123","NOV 03, 2017","HOU @ ATL","W","7","3","0.7","240.0","42","89","0.472","16","47","0.34","19","9","0.826","9","35","44","28","14","4","12","16","119","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700140","1610612745","0021700140","NOV 05, 2017","HOU vs. UTA","W","8","3","0.727","240.0","48","81","0.593","23","39","0.59","18","5","0.857","5","37","42","26","9","7","20","24","137","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700166","1610612745","0021700166","NOV 09, 2017","HOU vs. CLE","W","9","3","0.75","240.0","36","77","0.468","16","46","0.348","29","17","0.806","17","28","45","21","11","5","22","27","117","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700180","1610612745","0021700180","NOV 11, 2017","HOU vs. MEM","W","10","3","0.769","240.0","37","83","0.446","16","45","0.356","21","11","0.75","11","35","46","18","14","4","15","19","111","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700190","1610612745","0021700190","NOV 12, 2017","HOU @ IND","W","11","3","0.786","240.0","43","90","0.478","17","47","0.362","15","10","0.833","10","37","47","24","10","5","13","20","118","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700202","1610612745","0021700202","NOV 14, 2017","HOU vs. TOR","L","11","4","0.733","240.0","33","79","0.418","12","39","0.308","35","14","0.854","14","34","48","21","4","4","19","27","113","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700216","1610612745","0021700216","NOV 16, 2017","HOU @ PHX","W","12","4","0.75","240.0","43","90","0.478","21","44","0.477","35","12","0.921","12","39","51","27","9","9","14","20","142","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700232","1610612745","0021700232","NOV 18, 2017","HOU @ MEM","W","13","4","0.765","240.0","35","78","0.449","18","43","0.419","17","9","0.81","9","36","45","21","8","9","16","24","105","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700259","1610612745","0021700259","NOV 22, 2017","HOU vs. DEN","W","14","4","0.778","240.0","45","82","0.549","18","41","0.439","17","8","0.739","8","38","46","30","13","4","18","22","125","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700282","1610612745","0021700282","NOV 25, 2017","HOU vs. NYK","W","15","4","0.789","240.0","41","94","0.436","18","47","0.383","17","9","0.773","9","33","42","30","12","6","7","15","117","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700294","1610612745","0021700294","NOV 27, 2017","HOU vs. BKN","W","16","4","0.8","240.0","42","86","0.488","20","50","0.4","13","8","0.65","8","34","42","31","8","4","15","19","117","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700308","1610612745","0021700308","NOV 29, 2017","HOU vs. IND","W","17","4","0.81","240.0","42","86","0.488","18","40","0.45","16","10","0.762","10","39","49","26","9","0","15","10","118","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700338","1610612745","0021700338","DEC 03, 2017","HOU @ LAL","W","18","4","0.818","240.0","45","90","0.5","14","37","0.378","14","7","0.824","7","36","43","17","10","4","15","23","118","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700366","1610612745","0021700366","DEC 07, 2017","HOU @ UTA","W","19","4","0.826","240.0","38","81","0.469","18","42","0.429","18","8","0.75","8","38","46","22","10","5","17","25","112","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700384","1610612745","0021700384","DEC 09, 2017","HOU @ POR","W","20","4","0.833","240.0","40","75","0.533","10","25","0.4","34","7","0.81","7","28","35","14","13","2","12","17","124","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700392","1610612745","0021700392","DEC 11, 2017","HOU vs. NOP","W","21","4","0.84","240.0","48","88","0.545","17","45","0.378","17","4","0.68","4","32","36","30","12","7","9","15","130","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700412","1610612745","0021700412","DEC 13, 2017","HOU vs. CHA","W","22","4","0.846","240.0","39","88","0.443","17","45","0.378","13","6","0.684","6","39","45","24","7","5","10","18","108","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700428","1610612745","0021700428","DEC 15, 2017","HOU vs. SAS","W","23","4","0.852","240.0","43","91","0.473","18","50","0.36","20","12","0.8","12","33","45","20","15","3","13","16","124","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700433","1610612745","0021700433","DEC 16, 2017","HOU vs. MIL","W","24","4","0.857","240.0","35","76","0.461","11","35","0.314","34","4","0.81","4","34","38","16","7","4","15","23","115","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700445","1610612745","0021700445","DEC 18, 2017","HOU vs. UTA","W","25","4","0.862","240.0","40","77","0.519","17","43","0.395","23","12","0.852","12","40","52","25","5","7","14","13","120","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700459","1610612745","0021700459","DEC 20, 2017","HOU vs. LAL","L","25","5","0.833","240.0","37","90","0.411","17","42","0.405","25","12","0.781","12","35","47","19","7","5","14","30","116","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700475","1610612745","0021700475","DEC 22, 2017","HOU vs. LAC","L","25","6","0.806","240.0","36","78","0.462","17","40","0.425","29","9","0.829","9","34","43","16","4","4","17","26","118","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700496","1610612745","0021700496","DEC 25, 2017","HOU @ OKC","L","25","7","0.781","240.0","35","81","0.432","12","37","0.324","25","12","0.806","12","26","38","23","11","4","13","20","107","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700517","1610612745","0021700517","DEC 28, 2017","HOU @ BOS","L","25","8","0.758","240.0","30","80","0.375","14","43","0.326","24","7","0.774","7","36","43","16","9","3","16","23","98","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700521","1610612745","0021700521","DEC 29, 2017","HOU @ WAS","L","25","9","0.735","240.0","38","89","0.427","14","48","0.292","13","8","0.813","8","27","35","15","11","2","14","13","103","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700540","1610612745","0021700540","DEC 31, 2017","HOU vs. LAL","W","26","9","0.743","290.0","49","106","0.462","18","52","0.346","32","15","0.821","15","28","43","29","7","9","11","33","148","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700554","1610612745","0021700554","JAN 03, 2018","HOU @ ORL","W","27","9","0.75","240.0","42","89","0.472","15","34","0.441","17","9","0.81","9","42","51","25","6","3","15","19","116","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700566","1610612745","0021700566","JAN 04, 2018","HOU vs. GSW","L","27","10","0.73","240.0","42","89","0.472","17","50","0.34","13","6","0.591","6","32","38","20","7","3","10","17","114","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700580","1610612745","0021700580","JAN 06, 2018","HOU @ DET","L","27","11","0.711","240.0","38","90","0.422","15","47","0.319","10","12","0.909","12","30","42","29","5","4","13","20","101","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700593","1610612745","0021700593","JAN 08, 2018","HOU @ CHI","W","28","11","0.718","240.0","39","86","0.453","20","54","0.37","18","11","0.75","11","40","51","28","6","6","16","14","116","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700608","1610612745","0021700608","JAN 10, 2018","HOU vs. POR","W","29","11","0.725","240.0","45","100","0.45","12","38","0.316","19","17","0.76","17","32","49","25","7","5","13","30","121","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700626","1610612745","0021700626","JAN 12, 2018","HOU @ PHX","W","30","11","0.732","240.0","39","94","0.415","15","47","0.319","19","14","0.864","14","39","53","18","11","4","11","14","112","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700648","1610612745","0021700648","JAN 15, 2018","HOU @ LAC","L","30","12","0.714","240.0","38","94","0.404","13","44","0.295","13","13","0.813","13","24","37","21","9","4","12","21","102","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700665","1610612745","0021700665","JAN 18, 2018","HOU vs. MIN","W","31","12","0.721","240.0","42","88","0.477","17","39","0.436","15","11","0.882","11","34","45","24","11","5","9","15","116","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700679","1610612745","0021700679","JAN 20, 2018","HOU vs. GSW","W","32","12","0.727","240.0","41","87","0.471","14","37","0.378","20","12","0.69","12","34","46","19","14","3","15","18","116","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700689","1610612745","0021700689","JAN 22, 2018","HOU vs. MIA","W","33","12","0.733","240.0","36","81","0.444","15","37","0.405","12","8","0.667","8","30","38","20","10","3","14","15","99","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700706","1610612745","0021700706","JAN 24, 2018","HOU @ DAL","W","34","12","0.739","240.0","36","82","0.439","21","51","0.412","11","7","0.478","7","36","43","20","8","3","9","19","104","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700720","1610612745","0021700720","JAN 26, 2018","HOU @ NOP","L","34","13","0.723","240.0","36","78","0.462","12","36","0.333","29","2","0.829","2","33","35","22","10","2","12","23","113","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700732","1610612745","0021700732","JAN 28, 2018","HOU vs. PHX","W","35","13","0.729","240.0","32","72","0.444","11","37","0.297","38","5","0.776","5","38","43","17","8","2","12","21","113","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700748","1610612745","0021700748","JAN 30, 2018","HOU vs. ORL","W","36","13","0.735","240.0","39","77","0.506","13","35","0.371","23","8","0.821","8","32","40","17","5","5","12","15","114","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700764","1610612745","0021700764","FEB 01, 2018","HOU @ SAS","W","37","13","0.74","240.0","37","83","0.446","14","42","0.333","14","7","0.824","7","31","38","20","10","7","9","16","102","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700779","1610612745","0021700779","FEB 03, 2018","HOU @ CLE","W","38","13","0.745","240.0","44","93","0.473","19","51","0.373","13","6","0.813","6","47","53","28","6","5","8","19","120","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700800","1610612745","0021700800","FEB 06, 2018","HOU @ BKN","W","39","13","0.75","240.0","45","81","0.556","16","33","0.485","17","8","0.81","8","32","40","16","7","7","11","14","123","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700806","1610612745","0021700806","FEB 07, 2018","HOU @ MIA","W","40","13","0.755","240.0","38","74","0.514","12","31","0.387","21","4","0.808","4","31","35","16","8","6","9","16","109","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700823","1610612745","0021700823","FEB 09, 2018","HOU vs. DEN","W","41","13","0.759","240.0","43","86","0.5","19","41","0.463","25","11","0.735","11","37","48","26","5","7","11","16","130","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700837","1610612745","0021700837","FEB 11, 2018","HOU vs. DAL","W","42","13","0.764","240.0","34","78","0.436","13","45","0.289","23","2","0.697","2","40","42","15","9","7","9","18","104","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700849","1610612745","0021700849","FEB 13, 2018","HOU @ MIN","W","43","13","0.768","240.0","41","83","0.494","22","47","0.468","22","9","0.759","9","28","37","25","1","4","6","23","126","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700860","1610612745","0021700860","FEB 14, 2018","HOU vs. SAC","W","44","13","0.772","240.0","33","83","0.398","14","49","0.286","20","7","0.909","7","41","48","19","10","5","13","14","100","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700877","1610612745","0021700877","FEB 23, 2018","HOU vs. MIN","W","45","13","0.776","240.0","40","83","0.482","14","38","0.368","26","14","0.867","14","36","50","24","6","2","10","17","120","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700896","1610612745","0021700896","FEB 25, 2018","HOU @ DEN","W","46","13","0.78","240.0","39","77","0.506","15","35","0.429","26","11","0.813","11","31","42","18","7","3","18","23","119","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700905","1610612745","0021700905","FEB 26, 2018","HOU @ UTA","W","47","13","0.783","240.0","34","79","0.43","9","33","0.273","19","9","0.76","9","31","40","15","15","2","15","21","96","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700921","1610612745","0021700921","FEB 28, 2018","HOU @ LAC","W","48","13","0.787","240.0","36","85","0.424","13","43","0.302","20","10","0.833","10","31","41","21","11","5","10","21","105","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700939","1610612745","0021700939","MAR 03, 2018","HOU vs. BOS","W","49","13","0.79","240.0","39","87","0.448","19","49","0.388","26","10","0.867","10","30","40","24","11","5","10","21","123","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700960","1610612745","0021700960","MAR 06, 2018","HOU @ OKC","W","50","13","0.794","240.0","38","72","0.528","17","33","0.515","29","7","0.853","7","30","37","25","11","7","20","20","122","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700968","1610612745","0021700968","MAR 07, 2018","HOU @ MIL","W","51","13","0.797","240.0","39","82","0.476","14","40","0.35","18","12","0.667","12","35","47","22","9","5","16","21","110","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700979","1610612745","0021700979","MAR 09, 2018","HOU @ TOR","L","51","14","0.785","240.0","40","81","0.494","9","27","0.333","16","7","0.696","7","29","36","15","9","3","13","13","105","2017-18","2018-04-13T22:39:11.529"
"1610612745_0021700997","1610612745","0021700997","MAR 11, 2018","HOU @ DAL","W","52","14","0.788","240.0","39","84","0.464","17","45","0.378","10","6","0.714","6","39","45","21","5","5","11","22","105","2017-18","2018-04-13T22:39:11.529"
